rule,count,support,confidence
"{'55', '39'} => {'38'}",422,0.004786642771261995,0.9336283185840708
"{'39', '390', '48'} => {'38'}",154,0.001746784328849164,0.9333333333333333
{'55'} => {'38'},657,0.00745219028606429,0.9332386363636364
{'1727'} => {'38'},162,0.0018375263719062635,0.9310344827586207
{'1046'} => {'32'},339,0.0038451940745445885,0.9287671232876712
{'1188'} => {'38'},256,0.002903745377827182,0.927536231884058
"{'41', '2958'} => {'48'}",201,0.002279893831809623,0.9262672811059908
"{'39', '1046'} => {'32'}",156,0.001769469839613439,0.9176470588235294
{'1529'} => {'38'},295,0.0033461128377305417,0.9161490683229814
"{'2958', '32'} => {'48'}",173,0.001962296681109775,0.9153439153439153
"{'1188', '39'} => {'38'}",160,0.0018148408611419885,0.9090909090909091
"{'1393', '41', '48'} => {'39'}",137,0.0015539574873528277,0.9072847682119205
"{'39', '1529'} => {'38'}",202,0.002291236587191761,0.905829596412556
"{'570', '41', '48'} => {'39'}",137,0.0015539574873528277,0.9013157894736842
"{'38', '41', '1327'} => {'39'}",135,0.001531271976588553,0.9
"{'48', '1046'} => {'32'}",171,0.0019396111703455002,0.9
{'734'} => {'48'},329,0.003731766520723214,0.8989071038251366
"{'39', '734'} => {'48'}",229,0.0025974909825094714,0.8980392156862745
"{'38', '48', '3904'} => {'39'}",173,0.001962296681109775,0.8963730569948186
"{'41', '48', '438'} => {'39'}",265,0.0030058301762664187,0.8952702702702703
"{'48', '3904'} => {'39'}",179,0.0020303532134025998,0.895
"{'2238', '48', '225'} => {'39'}",196,0.002223180054898936,0.8949771689497716
"{'48', '1786'} => {'39'}",150,0.0017014133073206144,0.8928571428571429
"{'41', '48', '310', '32'} => {'39'}",133,0.001508586465824278,0.8926174496644296
"{'38', '48', '249'} => {'39'}",149,0.0016900705519384768,0.8922155688622755
"{'41', '89', '48', '32'} => {'39'}",139,0.0015766429981171027,0.8910256410256411
"{'41', '48', '310'} => {'39'}",486,0.0055125791157187905,0.8884826325411335
"{'38', '41', '48', '36'} => {'39'}",334,0.0037884802976339014,0.8859416445623343
"{'41', '48', '36'} => {'39'}",343,0.003890565096073138,0.884020618556701
"{'38', '41', '225'} => {'39'}",198,0.002245865565663211,0.8839285714285714
"{'41', '1135'} => {'48'}",136,0.0015426147319706903,0.8831168831168831
"{'41', '48', '175'} => {'39'}",166,0.0018828973934348133,0.8829787234042553
"{'41', '48', '60'} => {'39'}",142,0.0016106712642635149,0.8819875776397516
"{'38', '2958'} => {'48'}",163,0.001848869127288401,0.8810810810810811
"{'41', '1344', '48'} => {'39'}",146,0.0016560422857920646,0.8795180722891566
"{'89', '48', '310'} => {'39'}",167,0.0018942401488169507,0.8789473684210526
"{'41', '37', '48'} => {'39'}",151,0.0017127560627027518,0.877906976744186
"{'38', '41', '37', '48'} => {'39'}",151,0.0017127560627027518,0.877906976744186
"{'41', '37', '48'} => {'38', '39'}",151,0.0017127560627027518,0.877906976744186
"{'41', '48', '8978'} => {'39'}",172,0.0019509539257276378,0.8775510204081632
"{'48', '270', '225'} => {'39'}",153,0.0017354415734670266,0.8742857142857143
"{'38', '41', '310'} => {'39'}",145,0.0016446995304099273,0.8734939759036144
"{'41', '48', '225'} => {'39'}",469,0.005319752274222454,0.8733705772811918
"{'41', '89', '32'} => {'39'}",163,0.001848869127288401,0.8716577540106952
"{'39', '2958'} => {'48'}",570,0.006465370567818335,0.8702290076335878
"{'41', '310'} => {'39'}",625,0.007089222113835893,0.8692628650904033
"{'475', '41', '48'} => {'39'}",372,0.004219505002155123,0.8691588785046729
"{'2238', '41', '48'} => {'39'}",322,0.0036523672330482523,0.8679245283018868
"{'39', '504'} => {'38'}",170,0.0019282684149633628,0.8673469387755102
"{'41', '533', '48'} => {'39'}",215,0.002438692407159547,0.8669354838709677
"{'41', '310', '32'} => {'39'}",161,0.0018261836165241261,0.8655913978494624
"{'48', '3904'} => {'38', '39'}",173,0.001962296681109775,0.865
"{'41', '48', '179'} => {'39'}",139,0.0015766429981171027,0.8633540372670807
{'2958'} => {'48'},779,0.008836006442685057,0.8617256637168141
"{'41', '89', '48'} => {'39'}",522,0.005920918309475738,0.8613861386138614
"{'41', '48', '36'} => {'38', '39'}",334,0.0037884802976339014,0.8608247422680413
"{'39', '89', '310'} => {'48'}",167,0.0018942401488169507,0.8608247422680413
"{'41', '225', '32'} => {'39'}",178,0.002019010458020462,0.8599033816425121
"{'41', '48', '604'} => {'39'}",171,0.0019396111703455002,0.8592964824120602
"{'38', '48', '255'} => {'39'}",170,0.0019282684149633628,0.8585858585858586
"{'38', '1327', '48'} => {'39'}",170,0.0019282684149633628,0.8585858585858586
"{'38', '41', '89', '48'} => {'39'}",148,0.0016787277965563394,0.8554913294797688
"{'48', '597'} => {'39'}",136,0.0015426147319706903,0.8553459119496856
"{'38', '170', '48', '41'} => {'39'}",413,0.004684557972822758,0.8533057851239669
"{'41', '438'} => {'39'}",365,0.0041401057144801615,0.852803738317757
"{'39', '89', '41', '32'} => {'48'}",139,0.0015766429981171027,0.852760736196319
"{'170', '41', '48'} => {'39'}",419,0.004752614505115583,0.8516260162601627
"{'39', '65', '310'} => {'48'}",137,0.0015539574873528277,0.8509316770186336
"{'89', '310'} => {'39'}",194,0.0022004945441346613,0.8508771929824561
"{'38', '39', '89', '41'} => {'48'}",148,0.0016787277965563394,0.8505747126436781
"{'38', '48', '237'} => {'39'}",352,0.003992649894512375,0.8502415458937198
"{'41', '48', '255'} => {'39'}",230,0.0026088337378916086,0.8487084870848709
"{'41', '48', '264'} => {'39'}",134,0.0015199292212064155,0.8481012658227848
"{'570', '41'} => {'39'}",173,0.001962296681109775,0.8480392156862745
"{'39', '89', '32'} => {'48'}",451,0.00511558267734398,0.8477443609022557
"{'41', '48', '249'} => {'39'}",155,0.0017581270842313016,0.8469945355191257
"{'41', '1327', '48'} => {'39'}",260,0.0029491163993557315,0.8469055374592834
"{'38', '48', '225'} => {'39'}",337,0.0038225085637803133,0.8467336683417085
"{'41', '48', '15832'} => {'39'}",220,0.0024954061840702342,0.8461538461538461
"{'41', '89'} => {'39'}",619,0.007021165581543068,0.8456284153005464
"{'258', '41', '48'} => {'39'}",163,0.001848869127288401,0.844559585492228
"{'41', '89', '39'} => {'48'}",522,0.005920918309475738,0.8432956381260097
"{'39', '1135'} => {'48'}",386,0.004378303577505047,0.8427947598253275
"{'41', '11'} => {'39'}",166,0.0018828973934348133,0.8426395939086294
"{'38', '48', '310'} => {'39'}",251,0.002847031600916495,0.8422818791946308
"{'16430', '39'} => {'16431'}",186,0.0021097525010775617,0.8416289592760181
"{'38', '41', '65'} => {'39'}",191,0.002166466277988249,0.8414096916299559
"{'38', '533', '48'} => {'39'}",143,0.0016220140196456523,0.8411764705882353
"{'89', '225'} => {'39'}",137,0.0015539574873528277,0.8404907975460123
"{'48', '65', '310'} => {'39'}",137,0.0015539574873528277,0.8404907975460123
"{'38', '48', '12925'} => {'39'}",147,0.001667385041174202,0.84
"{'170', '48', '41'} => {'38', '39'}",413,0.004684557972822758,0.8394308943089431
"{'41', '39', '255'} => {'48'}",230,0.0026088337378916086,0.8394160583941606
"{'1135', '32'} => {'48'}",162,0.0018375263719062635,0.8393782383419689
"{'89', '237', '48'} => {'39'}",146,0.0016560422857920646,0.8390804597701149
"{'38', '41', '48'} => {'39'}",1991,0.02258342596583562,0.8386689132266217
"{'38', '475', '48'} => {'39'}",243,0.0027562895578593953,0.8379310344827586
"{'41', '8978'} => {'39'}",243,0.0027562895578593953,0.8379310344827586
"{'41', '48', '286'} => {'39'}",134,0.0015199292212064155,0.8375
"{'1393', '41'} => {'39'}",180,0.0020416959687847374,0.8372093023255814
"{'2388', '48'} => {'39'}",149,0.0016900705519384768,0.8370786516853933
"{'16010', '48', '41', '16011'} => {'39'}",133,0.001508586465824278,0.8364779874213837
"{'41', '48', '147'} => {'39'}",234,0.0026542047594201586,0.8357142857142857
"{'48', '12951'} => {'39'}",183,0.0020757242349311493,0.8356164383561644
"{'475', '41'} => {'39'}",476,0.005399151561897416,0.8350877192982457
"{'979', '48'} => {'39'}",222,0.002518091694834509,0.8345864661654135
"{'41', '89', '32'} => {'48'}",156,0.001769469839613439,0.8342245989304813
"{'38', '41', '237'} => {'39'}",171,0.0019396111703455002,0.8341463414634146
"{'89', '310'} => {'48'}",190,0.0021551235226061113,0.8333333333333334
{'597'} => {'39'},209,0.0023706358748667227,0.8326693227091634
"{'41', '48', '237'} => {'39'}",312,0.003538939679226878,0.832
"{'271', '48', '225'} => {'39'}",183,0.0020757242349311493,0.8318181818181818
"{'41', '78'} => {'48'}",167,0.0018942401488169507,0.8308457711442786
"{'41', '1146', '48'} => {'39'}",260,0.0029491163993557315,0.8306709265175719
"{'39', '1956'} => {'48'}",161,0.0018261836165241261,0.8298969072164949
"{'38', '41', '48', '32'} => {'39'}",448,0.0050815544111975685,0.8296296296296296
"{'41', '48', '13041'} => {'39'}",219,0.002484063428688097,0.8295454545454546
"{'41', '60'} => {'39'}",219,0.002484063428688097,0.8295454545454546
"{'48', '1842'} => {'39'}",146,0.0016560422857920646,0.8295454545454546
"{'41', '78', '39'} => {'48'}",136,0.0015426147319706903,0.8292682926829268
"{'55', '41'} => {'39'}",145,0.0016446995304099273,0.8285714285714286
"{'16010', '41', '48'} => {'39'}",261,0.002960459154737869,0.8285714285714286
"{'38', '41', '89'} => {'39'}",174,0.0019736394364919126,0.8285714285714286
"{'38', '170', '89'} => {'48'}",140,0.00158798575349924,0.8284023668639053
"{'2238', '41'} => {'39'}",472,0.005353780540368867,0.8280701754385965
"{'41', '1327'} => {'39'}",380,0.0043102470452122225,0.8278867102396514
"{'41', '89'} => {'48'}",606,0.0068737097615752816,0.8278688524590164
"{'41', '225'} => {'39'}",726,0.008234840407431773,0.8278221208665907
"{'41', '48', '9'} => {'39'}",191,0.002166466277988249,0.8268398268398268
"{'39', '89', '65'} => {'48'}",186,0.0021097525010775617,0.8266666666666667
"{'38', '78'} => {'39'}",181,0.0020530387241668746,0.8264840182648402
"{'39', '41', '310', '32'} => {'48'}",133,0.001508586465824278,0.8260869565217391
"{'110', '41', '48', '38'} => {'39'}",346,0.00392459336221955,0.8257756563245824
"{'41', '39', '49'} => {'48'}",142,0.0016106712642635149,0.8255813953488372
"{'41', '1344'} => {'39'}",213,0.0024160068963952723,0.8255813953488372
"{'41', '255'} => {'39'}",274,0.0031079149747056554,0.8253012048192772
"{'41', '592', '48'} => {'39'}",170,0.0019282684149633628,0.8252427184466019
"{'41', '604'} => {'39'}",236,0.0026768902701844333,0.8251748251748252
"{'2238', '48'} => {'39'}",788,0.008938091241124295,0.8251308900523561
"{'41', '48', '65'} => {'39'}",547,0.006204487194029174,0.8250377073906485
"{'38', '48', '78'} => {'39'}",141,0.0015993285088813775,0.8245614035087719
"{'38', '55', '41'} => {'39'}",141,0.0015993285088813775,0.8245614035087719
"{'41', '48', '16011'} => {'39'}",136,0.0015426147319706903,0.8242424242424242
"{'41', '23'} => {'39'}",150,0.0017014133073206144,0.8241758241758241
"{'38', '41', '36'} => {'39'}",553,0.006272543726321998,0.8241430700447094
"{'548', '41', '48'} => {'39'}",145,0.0016446995304099273,0.8238636363636364
"{'38', '41', '89'} => {'48'}",173,0.001962296681109775,0.8238095238095238
"{'41', '789'} => {'39'}",158,0.0017921553503777137,0.8229166666666666
"{'39', '8691'} => {'48'}",213,0.0024160068963952723,0.8223938223938224
{'504'} => {'38'},245,0.00277897506862367,0.8221476510067114
"{'2238', '48', '38'} => {'39'}",203,0.002302579342573898,0.8218623481781376
"{'41', '37'} => {'39'}",203,0.002302579342573898,0.8218623481781376
"{'39', '255', '32'} => {'48'}",189,0.002143780767223974,0.8217391304347826
"{'41', '179'} => {'39'}",184,0.002087066990313287,0.8214285714285714
"{'38', '41', '37'} => {'39'}",202,0.002291236587191761,0.8211382113821138
"{'41', '110', '48'} => {'39'}",347,0.003935936117601688,0.8203309692671394
"{'38', '48', '270'} => {'39'}",196,0.002223180054898936,0.8200836820083682
"{'41', '301', '48'} => {'39'}",141,0.0015993285088813775,0.8197674418604651
"{'49', '32'} => {'48'}",168,0.001905582904199088,0.8195121951219512
"{'41', '48', '270'} => {'39'}",258,0.0029264308885914568,0.819047619047619
"{'170', '89'} => {'48'}",140,0.00158798575349924,0.8187134502923976
"{'170', '89'} => {'38', '48'}",140,0.00158798575349924,0.8187134502923976
"{'15578', '48'} => {'39'}",149,0.0016900705519384768,0.8186813186813187
"{'41', '264'} => {'39'}",167,0.0018942401488169507,0.8186274509803921
"{'38', '48', '147'} => {'39'}",176,0.0019963249472561874,0.8186046511627907
"{'41', '533'} => {'39'}",275,0.003119257730087793,0.8184523809523809
"{'225', '310'} => {'39'}",135,0.001531271976588553,0.8181818181818182
"{'110', '41', '48'} => {'38', '39'}",346,0.00392459336221955,0.817966903073286
"{'41', '37'} => {'38', '39'}",202,0.002291236587191761,0.8178137651821862
"{'38', '1146', '48'} => {'39'}",148,0.0016787277965563394,0.8176795580110497
"{'41', '14098'} => {'39'}",139,0.0015766429981171027,0.8176470588235294
"{'41', '271', '270'} => {'39'}",179,0.0020303532134025998,0.817351598173516
"{'41', '36'} => {'39'}",572,0.006488056078582609,0.8171428571428572
{'16430'} => {'16431'},348,0.003947278872983825,0.8169014084507042
"{'41', '48'} => {'39'}",7366,0.0835507361448243,0.8168108227988468
"{'41', '255'} => {'48'}",271,0.003073886708559243,0.8162650602409639
"{'41', '78'} => {'39'}",164,0.0018602118826705383,0.8159203980099502
"{'41', '175'} => {'39'}",239,0.0027109185363308453,0.8156996587030717
"{'48', '3759'} => {'39'}",159,0.0018034981057598511,0.8153846153846154
"{'16217', '41', '48'} => {'39'}",234,0.0026542047594201586,0.8153310104529616
"{'41', '48', '78'} => {'39'}",136,0.0015426147319706903,0.8143712574850299
"{'48', '225', '32'} => {'39'}",298,0.0033801411038769536,0.8142076502732241
"{'41', '79', '48'} => {'39'}",270,0.003062543953177106,0.8132530120481928
"{'48', '491'} => {'39'}",148,0.0016787277965563394,0.8131868131868132
"{'41', '389'} => {'39'}",155,0.0017581270842313016,0.8115183246073299
{'1135'} => {'48'},541,0.006136430661736349,0.8110944527736131
"{'38', '271', '48'} => {'39'}",188,0.0021324380118418365,0.8103448275862069
"{'41', '249'} => {'39'}",209,0.0023706358748667227,0.810077519379845
"{'48', '10605'} => {'39'}",145,0.0016446995304099273,0.8100558659217877
"{'38', '255'} => {'39'}",216,0.0024500351625416847,0.8089887640449438
"{'39', '2524'} => {'48'}",135,0.001531271976588553,0.8083832335329342
"{'38', '39', '49'} => {'48'}",139,0.0015766429981171027,0.8081395348837209
"{'38', '89', '48'} => {'39'}",467,0.005297066763458179,0.8079584775086506
"{'48', '978'} => {'39'}",164,0.0018602118826705383,0.8078817733990148
"{'5729', '48'} => {'39'}",155,0.0017581270842313016,0.8072916666666666
"{'258', '41'} => {'39'}",205,0.0023252648533381728,0.8070866141732284
"{'39', '89', '237'} => {'48'}",146,0.0016560422857920646,0.8066298342541437
{'3904'} => {'39'},275,0.003119257730087793,0.8064516129032258
"{'48', '225'} => {'39'}",1400,0.015879857534992402,0.8064516129032258
"{'41', '48', '16011'} => {'39', '16010'}",133,0.001508586465824278,0.806060606060606
"{'48', '1209'} => {'39'}",162,0.0018375263719062635,0.8059701492537313
"{'1578', '41'} => {'39'}",137,0.0015539574873528277,0.8058823529411765
"{'55', '41'} => {'38', '39'}",141,0.0015993285088813775,0.8057142857142857
"{'38', '48', '371'} => {'39'}",294,0.003334770082348404,0.8054794520547945
"{'41', '16011', '16010'} => {'39'}",190,0.0021551235226061113,0.8050847457627118
"{'38', '3904'} => {'39'}",268,0.003039858442412831,0.8048048048048048
{'1956'} => {'48'},243,0.0027562895578593953,0.804635761589404
"{'41', '49'} => {'48'}",177,0.002007667702638325,0.8045454545454546
"{'48', '168'} => {'39'}",152,0.0017240988180848892,0.8042328042328042
"{'39', '310', '32'} => {'48'}",307,0.0034822259023161908,0.8036649214659686
"{'89', '32'} => {'48'}",573,0.006499398833964747,0.8036465638148668
"{'39', '49'} => {'48'}",617,0.006998480070778794,0.8033854166666666
"{'38', '39', '533'} => {'48'}",143,0.0016220140196456523,0.8033707865168539
"{'41', '39', '264'} => {'48'}",134,0.0015199292212064155,0.8023952095808383
"{'48', '8978'} => {'39'}",276,0.00313060048546993,0.8023255813953488
"{'41', '48', '49'} => {'39'}",142,0.0016106712642635149,0.8022598870056498
"{'41', '544'} => {'39'}",158,0.0017921553503777137,0.8020304568527918
"{'39', '12935'} => {'48'}",214,0.00242734965177741,0.8014981273408239
"{'38', '14098'} => {'39'}",145,0.0016446995304099273,0.8011049723756906
"{'41', '310', '32'} => {'48'}",149,0.0016900705519384768,0.8010752688172043
"{'41', '1715'} => {'39'}",149,0.0016900705519384768,0.8010752688172043
"{'41', '783'} => {'39'}",161,0.0018261836165241261,0.8009950248756219
"{'41', '48', '185'} => {'39'}",168,0.001905582904199088,0.8
"{'41', '48', '101'} => {'39'}",264,0.002994487420884281,0.8
"{'41', '846'} => {'39'}",144,0.0016333567750277896,0.8
"{'270', '225'} => {'39'}",236,0.0026768902701844333,0.8
"{'41', '161'} => {'39'}",168,0.001905582904199088,0.8
"{'48', '371'} => {'39'}",295,0.0033461128377305417,0.7994579945799458
"{'41', '39', '9'} => {'48'}",191,0.002166466277988249,0.799163179916318
"{'41', '237'} => {'39'}",477,0.005410494317279553,0.7989949748743719
